Name,City Area,Price For Two,Ratings,Tags,Link
Ribs & Company,Odivelas Centro,25.0,4.4,"Americana, Bifes, Hamburgueria",https://www.zomato.com/pt/grande-lisboa/ribs-company-odivelas-centro-lisboa/info
Dote,Odivelas Centro,25.0,4.2,"Portuguesa, Petiscos",https://www.zomato.com/pt/grande-lisboa/dote-1-odivelas-centro-lisboa/info
SushiNow,Odivelas Centro,45.0,4.3,"Japonesa, Sushi",https://www.zomato.com/pt/grande-lisboa/sushinow-odivelas-centro-lisboa/info
Paullu's,Odivelas Centro,35.0,4.2,"Portuguesa, Grelhados, Bifes",https://www.zomato.com/pt/grande-lisboa/paullus-1-odivelas-centro-lisboa/info
Divina Pizza,Odivelas Centro,25.0,4.3,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/divina-pizza-odivelas-centro-lisboa/info
Tacho da Memória,Odivelas Centro,30.0,4.4,Portuguesa,https://www.zomato.com/pt/grande-lisboa/tacho-da-memória-odivelas-centro-lisboa/info
Angelus Pizzaria,Odivelas Centro,20.0,4.4,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/angelus-pizzaria-odivelas-centro-lisboa/info
Pizzaria Luzzo,Odivelas Centro,35.0,4.3,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/pizzaria-luzzo-odivelas-centro-lisboa/info
Choco & Nut,Odivelas Centro,8.0,4.1,"Sobremesa, Pastelaria, Crepes",https://www.zomato.com/pt/grande-lisboa/choco-nut-odivelas-centro-lisboa/info
Edmundo,Benfica,40.0,4.2,"Marisqueira, Peixe fresco, Petiscos, Portuguesa, Bifes",https://www.zomato.com/pt/grande-lisboa/edmundo-benfica-lisboa/info
Pica na Praça,Benfica,25.0,4.2,"Bifes, Portuguesa, Petiscos, Tapas",https://www.zomato.com/pt/grande-lisboa/pica-na-praça-benfica-lisboa/info
Burrata - Pizzaria Artesanal,Benfica,20.0,4.3,"Pizza, Italiana",https://www.zomato.com/pt/grande-lisboa/burrata-pizzaria-artesanal-benfica-lisboa/info
Ori,Benfica,20.0,4.5,"Oriental, Vietnamita, Tailandesa, Coreana, Japonesa, Indiana",https://www.zomato.com/pt/grande-lisboa/ori-benfica-lisboa/info
O Panças,Benfica,30.0,4.4,"Portuguesa, Grelhados",https://www.zomato.com/pt/grande-lisboa/o-panças-benfica-lisboa/info
"Caco, o Original",Benfica,20.0,3.8,"Madeirense, Hamburgueria",https://www.zomato.com/pt/grande-lisboa/caco-o-original-benfica-lisboa/info
Zé Pinto,Benfica,25.0,4.1,Portuguesa,https://www.zomato.com/pt/grande-lisboa/zé-pinto-benfica-lisboa/info
Guacamole-GMG,Benfica,15.0,4.2,"Mexicana, Gourmet fast food",https://www.zomato.com/pt/grande-lisboa/guacamole-gmg-benfica-lisboa/info
Brasa das Gravatas,Benfica,30.0,4.2,"Bifes, Grelhados, Portuguesa",https://www.zomato.com/pt/grande-lisboa/brasa-das-gravatas-benfica-lisboa/info
Ajitama Ramen Bistro,Marquês de Pombal,40.0,4.4,Ramen,https://www.zomato.com/pt/grande-lisboa/ajitama-ramen-bistro-1-marquês-de-pombal-lisboa/info
Al Garage,Marquês de Pombal,40.0,4.3,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/al-garage-marquês-de-pombal-lisboa/info
Sushi dos Sá Morais,Marquês de Pombal,40.0,4.4,"Sushi, Japonesa",https://www.zomato.com/pt/grande-lisboa/sushi-dos-sá-morais-marquês-de-pombal-lisboa/info
Olá Nepal,Marquês de Pombal,20.0,4.4,"Indiana, Nepalesa",https://www.zomato.com/pt/grande-lisboa/olá-nepal-1-marquês-de-pombal-lisboa/info
Local Avenida - Your Healthy Kitchen,Marquês de Pombal,25.0,4.4,"Comida saudável, Vegetariana, Mediterrânica",https://www.zomato.com/pt/grande-lisboa/local-avenida-your-healthy-kitchen-marquês-de-pombal-lisboa/info
Selllva,Marquês de Pombal,40.0,4.2,"Comida saudável, Vegetariana, Vegan, Snacks, Bebidas",https://www.zomato.com/pt/grande-lisboa/selllva-marquês-de-pombal-lisboa/info
The Great American Disaster,Marquês de Pombal,25.0,2.3,"Americana, Hamburgueria, Pizza",https://www.zomato.com/pt/grande-lisboa/the-great-american-disaster-marquês-de-pombal-lisboa/info
Eleven,Marquês de Pombal,15.0,4.6,"Autor, Mediterrânica",https://www.zomato.com/pt/grande-lisboa/eleven-marquês-de-pombal-lisboa/info
Linha d'Água,Marquês de Pombal,12.0,3.4,"Pastelaria, Snacks",https://www.zomato.com/pt/grande-lisboa/linha-dágua-marquês-de-pombal-lisboa/info
Cantina Indiana,Telheiras,20.0,4.3,"Indiana, Vegetariana",https://www.zomato.com/pt/grande-lisboa/cantina-indiana-telheiras-lisboa/info
Chirashi,Telheiras,25.0,4.2,Sushi,https://www.zomato.com/pt/grande-lisboa/chirashi-telheiras-lisboa/info
Kasa Mia,Telheiras,30.0,4.5,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/kasa-mia-1-telheiras-lisboa/info
100% Hamburgueria,Telheiras,20.0,4.3,"Hamburgueria, Americana",https://www.zomato.com/pt/grande-lisboa/100-hamburgueria-telheiras-lisboa/info
QPicanha,Telheiras,40.0,4.1,"Bifes, Bebidas",https://www.zomato.com/pt/grande-lisboa/qpicanha-telheiras-lisboa/info
Honorato,Telheiras,25.0,3.4,"Hamburgueria, Gourmet fast food, Bebidas",https://www.zomato.com/pt/HonoratoTelheiras/info
Kaprixu,Telheiras,30.0,4.3,Indiana,https://www.zomato.com/pt/grande-lisboa/kaprixu-telheiras-lisboa/info
Dim Sum Park,Telheiras,15.0,4.2,Chinesa,https://www.zomato.com/pt/grande-lisboa/dim-sum-park-telheiras-lisboa/info
Wok Ninja,Telheiras,25.0,3.5,"Japonesa, Sushi, Chinesa",https://www.zomato.com/pt/grande-lisboa/wok-ninja-telheiras-lisboa/info
Amaterasu Pateo do Sushi,Algés,40.0,4.4,"Sushi, Japonesa",https://www.zomato.com/pt/AmaterasuPateodoSushi/info
Siesta,Algés,45.0,3.8,Mexicana,https://www.zomato.com/pt/grande-lisboa/siesta-algés-lisboa/info
Tomo,Algés,60.0,4.5,"Japonesa, Sushi",https://www.zomato.com/pt/grande-lisboa/tomo-algés-lisboa/info
Ristorante Sublime,Algés,35.0,4.2,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/ristorante-sublime-algés-lisboa/info
Tavola Calda,Algés,26.0,4.2,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/tavola-calda-algés-lisboa/info
O Relento,Algés,50.0,4.3,"Marisqueira, Portuguesa, Bifes",https://www.zomato.com/pt/grande-lisboa/o-relento-algés-lisboa/info
Petit d'Algés,Algés,40.0,4.0,"Portuguesa, Petiscos, Marisqueira",https://www.zomato.com/pt/grande-lisboa/petit-dalgés-algés-lisboa/info
Refúgio,Algés,40.0,4.3,Portuguesa,https://www.zomato.com/pt/grande-lisboa/refúgio-algés-lisboa/info
Brasa de Sassoeiros - Páteo da Colina,Algés,25.0,4.3,Portuguesa,https://www.zomato.com/pt/grande-lisboa/brasa-de-sassoeiros-páteo-da-colina-algés-lisboa/info
Beija-me Burro,Oeiras e São Julião da Barra,40.0,4.4,"Tapas, Petiscos",https://www.zomato.com/pt/grande-lisboa/beija-me-burro-oeiras-e-são-julião-da-barra-lisboa/info
Luar da Barra - Carruagem Bar,Oeiras e São Julião da Barra,20.0,4.0,"Bebidas, Snacks, Portuguesa",https://www.zomato.com/pt/grande-lisboa/luar-da-barra-carruagem-bar-oeiras-e-são-julião-da-barra-lisboa/info
Macau Dim Sum,Oeiras e São Julião da Barra,30.0,4.4,"Chinesa, Oriental",https://www.zomato.com/pt/grande-lisboa/macau-dim-sum-oeiras-e-são-julião-da-barra-lisboa/info
Dim Sum,Oeiras e São Julião da Barra,30.0,4.2,"Chinesa, Oriental",https://www.zomato.com/pt/grande-lisboa/dim-sum-oeiras-e-são-julião-da-barra-lisboa/info
Focus,Oeiras e São Julião da Barra,25.0,4.2,"Pizza, Italiana",https://www.zomato.com/pt/grande-lisboa/focus-oeiras-e-são-julião-da-barra-lisboa/info
Kyuubi,Oeiras e São Julião da Barra,50.0,4.0,"Japonesa, Sushi",https://www.zomato.com/pt/grande-lisboa/kyuubi-oeiras-e-são-julião-da-barra-lisboa/info
Charkoal,Oeiras e São Julião da Barra,40.0,3.8,"Grelhados, Portuguesa, Peixe fresco",https://www.zomato.com/pt/grande-lisboa/charkoal-1-oeiras-e-são-julião-da-barra-lisboa/info
La Vecchia Roma II,Oeiras e São Julião da Barra,40.0,4.1,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/la-vecchia-roma-ii-oeiras-e-são-julião-da-barra-lisboa/info
Focus Sushi & Steak,Oeiras e São Julião da Barra,50.0,4.0,"Sushi, Bifes, Grelhados",https://www.zomato.com/pt/grande-lisboa/focus-sushi-steak-oeiras-e-são-julião-da-barra-lisboa/info
Aquele Lugar Que Não Existe,Marvila,25.0,4.3,"Pizza, Contemporânea",https://www.zomato.com/pt/grande-lisboa/aquele-lugar-que-não-existe-marvila-lisboa/info
Entra,Marvila,50.0,4.5,"Portuguesa, Autor",https://www.zomato.com/pt/grande-lisboa/entra-marvila-lisboa/info
Refeitório,Marvila,35.0,4.3,"Pizza, Italiana, Sushi, Hamburgueria",https://www.zomato.com/pt/grande-lisboa/refeitório-marvila-lisboa/info
Varanda Vale Formoso,Marvila,40.0,4.3,"Portuguesa, Petiscos",https://www.zomato.com/pt/grande-lisboa/varanda-vale-formoso-marvila-lisboa/info
Fábrica Braço de Prata,Marvila,12.0,3.6,"Petiscos, Portuguesa, Bebidas",https://www.zomato.com/pt/grande-lisboa/fábrica-braço-de-prata-marvila-lisboa/info
Júlio dos Caracóis,Marvila,25.0,3.8,"Petiscos, Portuguesa",https://www.zomato.com/pt/grande-lisboa/júlio-dos-caracóis-marvila-lisboa/info
A Tasca do Zé Russo,Marvila,30.0,3.2,"Portuguesa, Churrasco",https://www.zomato.com/pt/grande-lisboa/a-tasca-do-zé-russo-marvila-lisboa/info
Bistrô Lisboa,Marvila,10.0,3.9,"Snacks, Portuguesa, Pastelaria",https://www.zomato.com/pt/grande-lisboa/bistrô-lisboa-marvila-lisboa/info
O Jardim do Poço do Bispo,Marvila,30.0,3.5,Portuguesa,https://www.zomato.com/pt/grande-lisboa/o-jardim-do-poço-do-bispo-marvila-lisboa/info
Gutsy,Carcavelos,20.0,4.1,"Hamburgueria, Snacks",https://www.zomato.com/pt/grande-lisboa/gutsy-carcavelos-lisboa/info
Capricciosa,Carcavelos,30.0,4.1,"Italiana, Pizza",https://www.zomato.com/pt/grande-lisboa/capricciosa-carcavelos-lisboa/info
Sushi Toro,Carcavelos,30.0,4.4,"Sushi, Japonesa",https://www.zomato.com/pt/grande-lisboa/sushi-toro-carcavelos-lisboa/info
Sensei Lounge,Carcavelos,30.0,3.4,"Japonesa, Sushi",https://www.zomato.com/pt/grande-lisboa/sensei-lounge-carcavelos-lisboa/info
Brasa de Sassoeiros,Carcavelos,25.0,4.4,"Grelhados, Portuguesa",https://www.zomato.com/pt/grande-lisboa/brasa-de-sassoeiros-carcavelos-lisboa/info
A Brasa da Belavista,Carcavelos,30.0,4.3,"Peixe fresco, Grelhados",https://www.zomato.com/pt/grande-lisboa/a-brasa-da-belavista-carcavelos-lisboa/info
A Risca,Carcavelos,25.0,4.2,"Portuguesa, Petiscos, Bebidas",https://www.zomato.com/pt/grande-lisboa/a-risca-carcavelos-lisboa/info
Caseiro Arneiro,Carcavelos,40.0,4.3,"Marisqueira, Bifes, Churrasco, Portuguesa",https://www.zomato.com/pt/grande-lisboa/caseiro-arneiro-carcavelos-lisboa/info
A Pastorinha,Carcavelos,60.0,4.4,Portuguesa,https://www.zomato.com/pt/grande-lisboa/a-pastorinha-carcavelos-lisboa/info
Lucimar,Entrecampos,25.0,4.5,Portuguesa,https://www.zomato.com/pt/grande-lisboa/lucimar-entrecampos-lisboa/info
Happy Noodles,Entrecampos,20.0,4.0,"Chinesa, Oriental, Vietnamita",https://www.zomato.com/pt/grande-lisboa/happy-noodles-entrecampos-lisboa/info
Adega da Tia Matilde,Entrecampos,50.0,4.2,Portuguesa,https://www.zomato.com/pt/grande-lisboa/adega-da-tia-matilde-entrecampos-lisboa/info
Huang He,Entrecampos,20.0,4.2,Chinesa,https://www.zomato.com/pt/grande-lisboa/huang-he-entrecampos-lisboa/info
Entre Nós,Entrecampos,20.0,4.1,"Hamburgueria, Snacks, Petiscos",https://www.zomato.com/pt/grande-lisboa/entre-nós-entrecampos-lisboa/info
O Táxi,Entrecampos,25.0,4.3,Portuguesa,https://www.zomato.com/pt/grande-lisboa/o-táxi-entrecampos-lisboa/info
Sakura,Entrecampos,40.0,3.7,"Japonesa, Sushi",https://www.zomato.com/pt/grande-lisboa/sakura-entrecampos-lisboa/info
Gonçalo's,Entrecampos,25.0,4.2,"Portuguesa, Grelhados",https://www.zomato.com/pt/grande-lisboa/gonçalos-entrecampos-lisboa/info
O Poleiro,Entrecampos,50.0,4.3,Portuguesa,https://www.zomato.com/pt/grande-lisboa/o-poleiro-entrecampos-lisboa/info
Calavera - Mexican Food & Tequila Bar,Ericeira,30.0,4.2,"Mexicana, Bebidas",https://www.zomato.com/pt/grande-lisboa/calavera-mexican-food-tequila-bar-ericeira-lisboa/info
Sushi Mish Mish • Ericeira,Ericeira,35.0,4.3,"Sushi, Japonesa",https://www.zomato.com/pt/grande-lisboa/sushi-mish-mish-ericeira-ericeira-lisboa/info
Pedra Dura,Ericeira,40.0,4.2,"Portuguesa, Italiana",https://www.zomato.com/pt/grande-lisboa/pedra-dura-ericeira-lisboa/info
Tik Tapas Ericeira,Ericeira,40.0,4.4,"Tapas, Portuguesa, Espanhola",https://www.zomato.com/pt/grande-lisboa/tik-tapas-ericeira-ericeira-lisboa/info
Uni Sushi,Ericeira,50.0,4.3,"Sushi, Japonesa",https://www.zomato.com/pt/grande-lisboa/uni-sushi-ericeira-lisboa/info
Marisqueira Furnas,Ericeira,50.0,3.9,"Portuguesa, Marisqueira",https://www.zomato.com/pt/grande-lisboa/marisqueira-furnas-ericeira-lisboa/info
Miyabi Sushi By Rodrigo Mattos,Ericeira,50.0,4.2,"Sushi, Japonesa",https://www.zomato.com/pt/grande-lisboa/miyabi-sushi-by-rodrigo-mattos-ericeira-lisboa/info
Com PINTA,Ericeira,25.0,4.1,"Italiana, Hamburgueria",https://www.zomato.com/pt/grande-lisboa/com-pinta-ericeira-lisboa/info
Viveiros do Atlântico,Ericeira,50.0,4.1,Marisqueira,https://www.zomato.com/pt/grande-lisboa/viveiros-do-atlântico-ericeira-lisboa/info
DownUnder by Justin Jennings,São Bento,50.0,4.7,"Fusão, Internacional",https://www.zomato.com/pt/downunder/info
Il Matriciano,São Bento,50.0,4.4,Italiana,https://www.zomato.com/pt/grande-lisboa/il-matriciano-são-bento-lisboa/info
Café de São Bento,São Bento,70.0,4.7,"Portuguesa, Bifes",https://www.zomato.com/pt/grande-lisboa/café-de-são-bento-são-bento-lisboa/info
Season,São Bento,50.0,4.5,"Italiana, Portuguesa, Contemporânea",https://www.zomato.com/pt/grande-lisboa/season-são-bento-lisboa/info
Hamburgueria do Bairro,São Bento,16.0,4.1,"Hamburgueria, Gourmet fast food",https://www.zomato.com/pt/grande-lisboa/hamburgueria-do-bairro-são-bento-lisboa/info
Wurst - Salsicharia Austríaca,São Bento,18.0,4.3,Austríaca,https://www.zomato.com/pt/grande-lisboa/wurst-salsicharia-austríaca-são-bento-lisboa/info
Gurkha,São Bento,25.0,4.1,"Indiana, Nepalesa",https://www.zomato.com/pt/grande-lisboa/gurkha-são-bento-lisboa/info
Sora Lella,São Bento,20.0,4.1,Pizza,https://www.zomato.com/pt/grande-lisboa/sora-lella-são-bento-lisboa/info
Cantinho da Paz,São Bento,38.0,4.0,"Goesa, Indiana",https://www.zomato.com/pt/grande-lisboa/cantinho-da-paz-são-bento-lisboa/info
